SERIALNO,NP,TYPE,ACR,BDSP,BLD,ELEP,FULP,GASP,HFL,RMSP,TEN,VALP,YBL,R18,R60
105914,2,1,House on less than one acre,3,One-family house detached,90,2,30,Utility gas,7,Owned with mortgage or loan,420000,1939 or earlier,none,none
106250,1,1,House on less than one acre,3,One-family house detached,40,2,3,Electricity,4,Owned free and clear,100000,1980 to 1989,none,1 or more
106260,3,1,House on less than one acre,3,One-family house detached,150,2,60,Utility gas,7,Owned with mortgage or loan,400000,2000 to 2004,1 or more,none
106332,2,1,House on less than one acre,4,One-family house detached,60,2,20,"Bottled, tank, or LP gas",7,Owned with mortgage or loan,395000,1939 or earlier,none,none
106372,2,1,House on ten or more acres,3,One-family house detached,100,300,3,Wood,8,Owned with mortgage or loan,450000,1960 to 1969,none,1 or more
106575,3,1,House on one to less than ten acres,3,One-family house detached,170,500,3,Wood,5,Owned free and clear,285000,1980 to 1989,none,1 or more
106595,2,1,NA,2,10-19 Apartments,100,2,3,Electricity,5,Rented,NA,2009,none,none
106753,2,1,House on less than one acre,2,One-family house detached,130,250,90,Utility gas,7,Owned with mortgage or loan,225000,1940 to 1949,none,1 or more
106783,2,1,House on less than one acre,4,One-family house detached,100,2,10,Utility gas,8,Owned with mortgage or loan,450000,1960 to 1969,none,1 or more
106872,2,1,House on less than one acre,3,One-family house detached,80,2,90,Utility gas,6,Owned free and clear,225000,1990 to 1999,none,1 or more
106903,2,1,House on ten or more acres,2,Mobile home or trailer,140,2,3,Electricity,6,Owned free and clear,100000,1970 to 1979,none,1 or more
107002,2,1,House on less than one acre,3,Mobile home or trailer,50,230,20,Electricity,7,Owned with mortgage or loan,115000,1990 to 1999,none,none
107178,1,1,NA,1,3-4 Apartments,50,2,3,Electricity,3,Rented,NA,1970 to 1979,none,1 or more
107183,1,1,House on less than one acre,2,One-family house detached,70,2,3,Wood,5,Rented,NA,1940 to 1949,none,1 or more
107500,2,1,House on less than one acre,1,One-family house detached,100,2,3,Electricity,3,Rented,NA,1940 to 1949,none,1 or more
107551,2,1,House on less than one acre,4,One-family house detached,70,2,40,Utility gas,6,Owned with mortgage or loan,475000,1939 or earlier,none,1 or more
107695,3,1,House on one to less than ten acres,4,One-family house detached,410,2,3,Wood,7,Occupied without payment of rent,NA,1980 to 1989,none,none
107930,2,1,House on one to less than ten acres,1,One-family house detached,60,2,3,Solar energy,3,Owned with mortgage or loan,135000,1970 to 1979,none,1 or more
107950,1,1,House on less than one acre,3,One-family house detached,50,2,50,Utility gas,6,Owned with mortgage or loan,225000,1970 to 1979,none,none
108134,2,1,House on less than one acre,2,Mobile home or trailer,110,300,3,Wood,6,Owned free and clear,119000,1970 to 1979,none,1 or more
108189,4,1,NA,2,50 or more apartments,100,2,3,Electricity,3,Rented,NA,1990 to 1999,1 or more,none
108206,4,1,NA,2,5-9 Apartments,100,2,3,Electricity,4,Rented,NA,1980 to 1989,1 or more,none
108644,1,1,House on less than one acre,3,One-family house detached,50,300,30,Utility gas,5,Owned with mortgage or loan,200000,1950 to 1959,none,none
108645,1,1,NA,1,20-49 Apartments,50,2,3,Electricity,3,Rented,NA,1950 to 1959,none,1 or more
108709,1,1,House on less than one acre,3,One-family house detached,80,300,20,Wood,5,Owned with mortgage or loan,140000,1940 to 1949,none,1 or more
108767,1,1,NA,3,3-4 Apartments,50,2,100,Utility gas,8,Rented,NA,2000 to 2004,none,none
108774,2,1,House on one to less than ten acres,4,One-family house detached,250,2,50,Electricity,6,Rented,NA,1950 to 1959,none,none
108796,1,1,House on less than one acre,2,Mobile home or trailer,110,2,3,Electricity,7,Owned free and clear,160000,1980 to 1989,none,1 or more
108816,2,1,House on one to less than ten acres,3,One-family house detached,50,2,130,"Bottled, tank, or LP gas",10,Owned with mortgage or loan,900000,1990 to 1999,none,1 or more
108832,1,1,NA,2,5-9 Apartments,40,2,40,Utility gas,6,Rented,NA,1990 to 1999,none,1 or more
108871,3,1,House on less than one acre,5,One-family house detached,130,2,160,Utility gas,10,Owned with mortgage or loan,549000,1960 to 1969,none,1 or more
109015,4,1,House on ten or more acres,3,Mobile home or trailer,150,2,3,Electricity,6,Occupied without payment of rent,NA,1990 to 1999,1 or more,none
109146,2,1,House on less than one acre,3,One-family house detached,100,2,80,Utility gas,7,Owned with mortgage or loan,400000,1990 to 1999,none,1 or more
109173,5,1,House on less than one acre,4,One-family house detached,200,2,150,Utility gas,7,Owned with mortgage or loan,320000,1980 to 1989,1 or more,none
109282,2,1,House on less than one acre,2,One-family house detached,50,2,100,Utility gas,6,Owned with mortgage or loan,208000,1980 to 1989,none,1 or more
109486,1,1,NA,3,2 Apartments,40,2,10,"Bottled, tank, or LP gas",5,Rented,NA,1990 to 1999,none,none
109617,3,1,House on one to less than ten acres,3,One-family house detached,280,630,100,Electricity,8,Owned free and clear,300000,1970 to 1979,none,1 or more
109718,1,1,House on one to less than ten acres,2,One-family house detached,180,2,3,Electricity,4,Owned with mortgage or loan,400000,2000 to 2004,none,1 or more
109783,3,1,House on ten or more acres,4,One-family house detached,200,600,3,Wood,8,Owned free and clear,285000,1980 to 1989,none,1 or more
109806,2,1,House on less than one acre,4,One-family house detached,100,2,3,"Fuel oil, kerosene, etc.",9,Owned with mortgage or loan,2476000,1950 to 1959,none,1 or more
109907,1,1,House on one to less than ten acres,1,One-family house detached,40,600,3,"Fuel oil, kerosene, etc.",4,Owned free and clear,250000,1970 to 1979,none,1 or more
109987,1,1,House on less than one acre,4,One-family house detached,30,2,60,Utility gas,10,Owned free and clear,675000,1980 to 1989,none,1 or more
110000,1,1,NA,1,10-19 Apartments,50,2,3,Electricity,2,Rented,NA,1970 to 1979,none,none
110361,1,1,House on less than one acre,3,One-family house detached,80,2,3,Electricity,5,Owned free and clear,300000,1980 to 1989,none,1 or more
110392,6,1,House on less than one acre,5,One-family house detached,190,2,80,Utility gas,8,Owned with mortgage or loan,615000,2013,1 or more,none
110519,1,1,House on less than one acre,3,One-family house detached,40,2,70,Utility gas,6,Owned free and clear,150000,1939 or earlier,none,none
110594,2,1,House on one to less than ten acres,4,One-family house detached,140,2,3,Electricity,7,Owned free and clear,308000,1960 to 1969,none,1 or more
110649,2,1,House on ten or more acres,4,One-family house detached,40,2,3,Utility gas,7,Owned with mortgage or loan,700000,1950 to 1959,none,none
110706,1,1,House on less than one acre,3,Mobile home or trailer,110,2,3,Electricity,4,Rented,NA,1990 to 1999,none,none
110971,2,1,House on less than one acre,2,One-family house detached,60,2,50,Utility gas,5,Rented,NA,1960 to 1969,none,none
111024,2,1,House on less than one acre,3,One-family house detached,60,2,80,Utility gas,6,Owned with mortgage or loan,180000,1970 to 1979,none,none
111038,4,1,NA,3,10-19 Apartments,100,2,3,Electricity,5,Rented,NA,1970 to 1979,1 or more,none
111151,1,1,House on ten or more acres,3,One-family house detached,130,2,3,Electricity,10,Owned with mortgage or loan,180000,1940 to 1949,none,none
111239,4,1,House on one to less than ten acres,3,Mobile home or trailer,540,2,70,Electricity,4,Rented,NA,1970 to 1979,1 or more,none
111314,6,1,House on less than one acre,3,One-family house detached,100,2,4,Electricity,7,Owned with mortgage or loan,280000,1970 to 1979,1 or more,none
111384,2,1,House on less than one acre,3,One-family house detached,180,2,3,Electricity,5,Owned with mortgage or loan,360000,1970 to 1979,1 or more,none
111470,1,1,House on less than one acre,2,Mobile home or trailer,190,2,3,Electricity,4,Owned with mortgage or loan,180000,2000 to 2004,none,1 or more
111501,1,1,House on less than one acre,3,One-family house detached,10,2,100,Utility gas,6,Owned free and clear,280000,1990 to 1999,none,none
111733,2,1,House on ten or more acres,4,One-family house detached,300,2,100,"Bottled, tank, or LP gas",6,Owned free and clear,200000,1939 or earlier,none,1 or more
111745,2,1,House on one to less than ten acres,1,One-family house detached,80,1200,3,Wood,3,Owned with mortgage or loan,140000,1970 to 1979,none,none
111924,3,1,House on less than one acre,4,One-family house detached,120,2,150,Utility gas,7,Owned with mortgage or loan,150000,1950 to 1959,1 or more,none
111965,2,1,House on less than one acre,3,Mobile home or trailer,110,2,3,Electricity,7,Owned free and clear,70000,1990 to 1999,none,none
111985,2,1,House on less than one acre,2,One-family house detached,120,2,10,Electricity,8,Owned free and clear,500000,1960 to 1969,none,1 or more
112068,1,1,NA,2,5-9 Apartments,80,2,3,Electricity,4,Rented,NA,1990 to 1999,none,1 or more
112175,2,1,NA,2,3-4 Apartments,70,2,3,Electricity,4,Rented,NA,1970 to 1979,none,none
112240,2,1,House on ten or more acres,5,One-family house detached,100,2,3,Wood,13,Owned free and clear,900000,1960 to 1969,none,none
112562,2,1,House on one to less than ten acres,3,Mobile home or trailer,270,60,3,Wood,5,Owned with mortgage or loan,165000,2005,none,none
112633,1,1,House on ten or more acres,2,Mobile home or trailer,90,2,3,Electricity,6,Rented,NA,1970 to 1979,none,none
112786,2,1,House on ten or more acres,4,One-family house detached,100,300,3,Other fuel,10,Rented,NA,1939 or earlier,none,1 or more
112916,4,1,House on one to less than ten acres,3,One-family house detached,200,2,3,Electricity,7,Owned with mortgage or loan,600000,2006,1 or more,none
113069,2,1,House on less than one acre,3,One-family house detached,50,2,10,Utility gas,6,Owned with mortgage or loan,175000,1939 or earlier,none,none
113081,2,1,House on less than one acre,4,One-family house detached,80,2,4,Utility gas,9,Owned with mortgage or loan,190000,1939 or earlier,none,none
113106,1,1,House on less than one acre,2,One-family house detached,100,2,3,Electricity,5,Owned with mortgage or loan,220000,1939 or earlier,none,1 or more
113112,3,1,House on less than one acre,3,One-family house attached,80,2,80,Utility gas,6,Rented,NA,1990 to 1999,none,none
113125,2,1,House on less than one acre,3,One-family house detached,70,2,140,Utility gas,6,Owned with mortgage or loan,250000,1990 to 1999,none,1 or more
113226,4,1,House on less than one acre,3,Mobile home or trailer,250,2,3,Electricity,5,Rented,NA,1990 to 1999,1 or more,none
113235,2,1,House on less than one acre,3,One-family house detached,100,2,60,Utility gas,5,Owned with mortgage or loan,200000,2000 to 2004,none,1 or more
113303,1,1,House on one to less than ten acres,3,One-family house detached,150,2,3,Wood,6,Owned free and clear,350000,1960 to 1969,none,none
113319,1,1,House on less than one acre,3,One-family house detached,200,2,350,Utility gas,10,Owned free and clear,1000000,2000 to 2004,none,1 or more
113395,2,1,House on less than one acre,4,One-family house detached,70,2,120,Utility gas,7,Owned with mortgage or loan,475000,2006,none,1 or more
113539,3,1,House on one to less than ten acres,3,One-family house detached,200,2,3,Electricity,6,Owned with mortgage or loan,300000,1990 to 1999,none,none
113567,6,1,House on less than one acre,3,One-family house detached,130,2,150,Utility gas,6,Owned with mortgage or loan,250000,1939 or earlier,1 or more,none
113701,3,1,House on less than one acre,2,One-family house detached,50,2,50,Utility gas,7,Owned with mortgage or loan,325000,1950 to 1959,1 or more,1 or more
113819,1,1,House on less than one acre,3,One-family house detached,100,2,3,Electricity,5,Owned free and clear,150000,1970 to 1979,none,1 or more
113950,6,1,NA,3,2 Apartments,60,2,3,Electricity,5,Rented,NA,2000 to 2004,1 or more,none
113999,3,1,House on less than one acre,4,One-family house detached,190,20,3,Electricity,6,Owned with mortgage or loan,150000,1960 to 1969,none,none
114199,2,1,House on less than one acre,5,One-family house detached,50,2,110,Utility gas,8,Owned with mortgage or loan,540000,2005,none,none
114218,2,1,House on less than one acre,1,One-family house detached,150,2,3,Electricity,4,Owned with mortgage or loan,260000,1950 to 1959,none,1 or more
114247,3,1,House on less than one acre,5,One-family house detached,100,2,3,Electricity,7,Owned with mortgage or loan,280000,1940 to 1949,1 or more,none
114305,3,1,House on one to less than ten acres,4,One-family house detached,140,2,3,Electricity,9,Owned with mortgage or loan,205000,1950 to 1959,1 or more,none
114311,4,1,House on less than one acre,3,One-family house detached,190,2,30,Utility gas,5,Rented,NA,1940 to 1949,1 or more,none
114356,2,1,House on less than one acre,3,Mobile home or trailer,150,400,3,Electricity,6,Owned free and clear,90000,1980 to 1989,none,1 or more
114360,1,1,NA,1,50 or more apartments,30,2,3,Electricity,3,Rented,NA,1980 to 1989,none,1 or more
114372,4,1,House on less than one acre,4,One-family house attached,150,2,90,Utility gas,10,Owned with mortgage or loan,240000,1970 to 1979,1 or more,none
114487,4,1,House on one to less than ten acres,3,One-family house detached,170,2,50,Electricity,5,Owned with mortgage or loan,259000,1940 to 1949,1 or more,1 or more
114530,3,1,House on less than one acre,3,One-family house detached,80,2,70,Utility gas,4,Owned with mortgage or loan,275000,2000 to 2004,none,none
114603,2,1,House on less than one acre,3,One-family house detached,50,2,90,Utility gas,7,Owned free and clear,500000,1980 to 1989,none,1 or more
114610,4,1,House on less than one acre,4,One-family house detached,100,2,50,Utility gas,8,Owned with mortgage or loan,275000,1990 to 1999,1 or more,none
114637,1,1,NA,2,20-49 Apartments,60,2,3,Electricity,4,Rented,NA,1950 to 1959,none,1 or more
114654,1,1,NA,2,5-9 Apartments,100,2,40,Electricity,4,Rented,NA,1960 to 1969,none,none
114810,4,1,House on less than one acre,3,One-family house detached,180,2,90,Utility gas,5,Rented,NA,1990 to 1999,none,none
114909,3,1,House on less than one acre,3,One-family house detached,100,2,10,Utility gas,6,Owned free and clear,150000,1970 to 1979,none,1 or more
115193,4,1,House on one to less than ten acres,4,One-family house detached,270,2,50,Electricity,12,Owned with mortgage or loan,759000,2012,1 or more,none
115236,5,1,House on one to less than ten acres,3,One-family house detached,70,200,100,Wood,8,Owned with mortgage or loan,400000,2008,1 or more,none
115244,2,1,House on less than one acre,3,One-family house detached,70,2,80,Utility gas,6,Owned free and clear,490000,1939 or earlier,none,none
115272,2,1,House on one to less than ten acres,3,One-family house detached,50,2,170,Utility gas,8,Owned free and clear,284000,1970 to 1979,none,1 or more
115409,1,1,House on less than one acre,2,One-family house detached,130,50,3,Electricity,5,Owned with mortgage or loan,80000,1960 to 1969,none,1 or more
115610,2,1,House on less than one acre,2,One-family house detached,100,2,3,Electricity,5,Rented,NA,1950 to 1959,none,none
115617,4,1,House on one to less than ten acres,4,One-family house detached,400,1000,3,Wood,8,Rented,NA,1950 to 1959,1 or more,none
115706,2,1,House on one to less than ten acres,4,One-family house detached,240,200,3,Wood,9,Owned with mortgage or loan,500000,1970 to 1979,1 or more,1 or more
115942,2,1,House on less than one acre,3,One-family house detached,90,2,180,Electricity,9,Owned free and clear,650000,1990 to 1999,none,1 or more
116308,2,1,House on less than one acre,3,One-family house detached,100,2,100,Utility gas,7,Owned with mortgage or loan,400000,2000 to 2004,none,1 or more
